# Filename: L2_L10_magnet_Z_large_sweep_topgate_18_T_412mK_1.dat
# Timestamp: Tue Nov 07 22:10:03 2017

# Column 1:
#	end: -0.3
#	name: magnet (B)
#	size: 2
#	start: -0.1
#	type: coordinate
# Column 2:
#	end: 0
#	name: y_parameter (none)
#	size: 1
#	start: 0
#	type: coordinate
# Column 3:
#	end: 0
#	name: z_parameter (none)
#	size: 1
#	start: 0
#	type: coordinate
# Column 4:
#	name: processed data Keithley1
#	type: value
# Column 5:
#	name: processed data Keithley2
#	type: value
# Column 6:
#	name: processed data Lockin1
#	type: value
# Column 7:
#	name: processed data Lockin2
#	type: value
# Column 8:
#	name: Keithley 1
#	type: value
# Column 9:
#	name: Keithley 2
#	type: value
# Column 10:
#	name: R Lockin 1
#	type: value
# Column 11:
#	name: Theta Lockin 1
#	type: value
# Column 12:
#	name: R Lockin 2
#	type: value
# Column 13:
#	name: Theta Lockin 2
#	type: value
# Column 14:
#	name: Mixing Chamber
#	type: value

-9.990000000000e-02	0	0	-1.372381380000e-10	-2.908850220000e-10	3.493741288949e-05	1.084180592470e-05	-1.372381380000e-04	-2.908850220000e-04	3.830210000000e-04	1.670160000000e+02	1.406680000000e-04	-9.738000000000e+00	4.125000000000e-01
-1.001000000000e-01	0	0	-1.788923550000e-10	-3.081462940000e-10	3.469938649646e-05	1.081173746320e-05	-1.788923550000e-04	-3.081462940000e-04	3.809950000000e-04	1.670520000000e+02	1.403100000000e-04	-9.774000000000e+00	4.125000000000e-01
-1.002000000000e-01	0	0	-7.960695800000e-11	-2.799528830000e-10	3.485332715442e-05	1.076170988519e-05	-7.960695800000e-05	-2.799528830000e-04	3.823060000000e-04	1.669860000000e+02	1.397140000000e-04	-9.696000000000e+00	4.125000000000e-01
-1.003000000000e-01	0	0	-1.572093460000e-10	-2.534855990000e-10	3.493741288949e-05	1.076170988519e-05	-1.572093460000e-04	-2.534855990000e-04	3.830210000000e-04	1.670100000000e+02	1.397140000000e-04	-9.744000000000e+00	4.125000000000e-01
-1.004000000000e-01	0	0	-1.075666440000e-10	-2.621162350000e-10	3.493741288949e-05	1.081173746320e-05	-1.075666440000e-04	-2.621162350000e-04	3.830210000000e-04	1.670280000000e+02	1.403100000000e-04	-9.750000000000e+00	4.125000000000e-01
-1.006000000000e-01	0	0	2.937883070000e-11	-3.202291840000e-10	3.495153410285e-05	1.082173075911e-05	2.937883070000e-05	-3.202291840000e-04	3.831410000000e-04	1.670400000000e+02	1.404290000000e-04	-9.780000000000e+00	4.125000000000e-01
-1.008000000000e-01	0	0	-4.879424890000e-11	-2.678699920000e-10	3.502170750174e-05	1.069176881814e-05	-4.879424890000e-05	-2.678699920000e-04	3.837370000000e-04	1.670340000000e+02	1.388800000000e-04	-9.594000000000e+00	4.125000000000e-01
-1.010000000000e-01	0	0	-9.387210590000e-11	-2.885835190000e-10	3.506377124866e-05	1.037278265336e-05	-9.387210590000e-05	-2.885835190000e-04	3.840940000000e-04	1.670880000000e+02	1.350650000000e-04	-8.886000000000e+00	4.125000000000e-01
-1.011000000000e-01	0	0	-1.783217590000e-10	-2.425534600000e-10	3.489541744699e-05	1.033300801326e-05	-1.783217590000e-04	-2.425534600000e-04	3.826640000000e-04	1.670700000000e+02	1.345880000000e-04	-8.940000000000e+00	4.125000000000e-01
-1.013000000000e-01	0	0	3.280247260000e-11	-2.644177380000e-10	3.481125965943e-05	1.031317142644e-05	3.280247260000e-05	-2.644177380000e-04	3.819480000000e-04	1.670520000000e+02	1.343500000000e-04	-9.132000000000e+00	4.125000000000e-01
-1.012000000000e-01	0	0	-1.834572030000e-10	-3.202291840000e-10	3.469938649646e-05	1.059193439892e-05	-1.834572030000e-04	-3.202291840000e-04	3.809950000000e-04	1.670400000000e+02	1.376880000000e-04	-9.378000000000e+00	4.125000000000e-01
-1.013000000000e-01	0	0	-1.703332820000e-10	-2.885835190000e-10	3.467135543889e-05	1.061185563754e-05	-1.703332820000e-04	-2.885835190000e-04	3.807560000000e-04	1.670700000000e+02	1.379260000000e-04	-9.342000000000e+00	4.125000000000e-01
-1.015000000000e-01	0	0	3.736733200000e-11	-2.580886050000e-10	3.478330560746e-05	1.072169849298e-05	3.736733200000e-05	-2.580886050000e-04	3.817100000000e-04	1.670340000000e+02	1.392370000000e-04	-9.612000000000e+00	4.125000000000e-01
-1.017000000000e-01	0	0	-1.674802480000e-10	-3.046940390000e-10	3.500757353551e-05	1.088189061671e-05	-1.674802480000e-04	-3.046940390000e-04	3.836170000000e-04	1.669680000000e+02	1.411450000000e-04	-9.972000000000e+00	4.125000000000e-01
-1.019000000000e-01	0	0	-9.101907200000e-11	-3.311613230000e-10	3.504974747142e-05	1.092199978675e-05	-9.101907200000e-05	-3.311613230000e-04	3.839750000000e-04	1.669380000000e+02	1.416220000000e-04	-1.013400000000e+01	4.125000000000e-01
-1.021000000000e-01	0	0	-9.158968170000e-11	-2.977895310000e-10	3.490941340594e-05	1.090190009743e-05	-9.158968170000e-05	-2.977895310000e-04	3.827830000000e-04	1.670100000000e+02	1.413830000000e-04	-1.001400000000e+01	4.125000000000e-01
-1.022000000000e-01	0	0	-1.874514420000e-10	-2.690207440000e-10	3.474127602490e-05	1.090190009743e-05	-1.874514420000e-04	-2.690207440000e-04	3.813520000000e-04	1.670100000000e+02	1.413830000000e-04	-1.001400000000e+01	4.125000000000e-01
-1.023000000000e-01	0	0	-9.101907200000e-11	-3.098724210000e-10	3.471334716025e-05	1.096204929393e-05	-9.101907200000e-05	-3.098724210000e-04	3.811140000000e-04	1.670460000000e+02	1.420980000000e-04	-1.029000000000e+01	4.125000000000e-01
-1.024000000000e-01	0	0	-1.954399340000e-10	-3.282844440000e-10	3.467135543889e-05	1.100220743590e-05	-1.954399340000e-04	-3.282844440000e-04	3.807560000000e-04	1.670700000000e+02	1.425750000000e-04	-1.025400000000e+01	4.125000000000e-01
-1.027000000000e-01	0	0	2.652579310000e-11	-2.926111490000e-10	3.464345172754e-05	1.099218665062e-05	2.652579310000e-05	-2.926111490000e-04	3.805180000000e-04	1.669800000000e+02	1.424560000000e-04	-1.008000000000e+01	4.125000000000e-01
-1.028000000000e-01	0	0	-1.731863010000e-10	-2.609654840000e-10	3.474127602490e-05	1.100220743590e-05	-1.731863010000e-04	-2.609654840000e-04	3.813520000000e-04	1.669800000000e+02	1.425750000000e-04	-1.009800000000e+01	4.125000000000e-01
-1.028000000000e-01	0	0	-1.326732890000e-10	-2.782267560000e-10	3.485332715442e-05	1.097214966164e-05	-1.326732890000e-04	-2.782267560000e-04	3.823060000000e-04	1.669920000000e+02	1.422180000000e-04	-1.000800000000e+01	4.126000000000e-01
-1.030000000000e-01	0	0	-1.626971970000e-11	-3.254075660000e-10	3.474127602490e-05	1.095203462861e-05	-1.626971970000e-05	-3.254075660000e-04	3.813520000000e-04	1.670280000000e+02	1.419790000000e-04	-1.000200000000e+01	4.125000000000e-01
-1.031000000000e-01	0	0	-1.920162900000e-10	-3.466964680000e-10	3.462950363530e-05	1.095203462861e-05	-1.920162900000e-04	-3.466964680000e-04	3.803990000000e-04	1.670280000000e+02	1.419790000000e-04	-9.996000000000e+00	4.125000000000e-01
-1.031000000000e-01	0	0	-3.110546820000e-11	-3.115985480000e-10	3.471334716025e-05	1.099218665062e-05	-3.110546820000e-05	-3.115985480000e-04	3.811140000000e-04	1.670220000000e+02	1.424560000000e-04	-1.010400000000e+01	4.126000000000e-01
-1.033000000000e-01	0	0	-1.606329750000e-10	-2.701714950000e-10	3.478330560746e-05	1.100220743590e-05	-1.606329750000e-04	-2.701714950000e-04	3.817100000000e-04	1.670220000000e+02	1.425750000000e-04	-1.015200000000e+01	4.126000000000e-01
-1.036000000000e-01	0	0	1.989682000000e-12	-2.621162350000e-10	3.469938649646e-05	1.103236321237e-05	1.989682000000e-06	-2.621162350000e-04	3.809950000000e-04	1.670400000000e+02	1.429330000000e-04	-1.014600000000e+01	4.126000000000e-01
-1.037000000000e-01	0	0	-1.897338660000e-10	-2.874327670000e-10	3.475536161761e-05	1.101222974884e-05	-1.897338660000e-04	-2.874327670000e-04	3.814720000000e-04	1.669560000000e+02	1.426940000000e-04	-9.948000000000e+00	4.126000000000e-01
-1.039000000000e-01	0	0	-1.284608520000e-11	-3.265583170000e-10	3.481125965943e-05	1.098216739265e-05	-1.284608520000e-05	-3.265583170000e-04	3.819480000000e-04	1.669320000000e+02	1.423370000000e-04	-1.011000000000e+01	4.125000000000e-01
-1.041000000000e-01	0	0	2.367275740000e-11	-2.903096460000e-10	3.481125965943e-05	1.100220743590e-05	2.367275740000e-05	-2.903096460000e-04	3.819480000000e-04	1.669440000000e+02	1.425750000000e-04	-1.027800000000e+01	4.125000000000e-01
-1.043000000000e-01	0	0	-3.395849850000e-11	-2.701714950000e-10	3.479728137534e-05	1.108259737842e-05	-3.395849850000e-05	-2.701714950000e-04	3.818290000000e-04	1.669860000000e+02	1.435290000000e-04	-1.018800000000e+01	4.125000000000e-01
-1.043000000000e-01	0	0	-4.286997860000e-12	-3.461210920000e-10	3.461544087197e-05	1.113286993475e-05	-4.286997860000e-06	-3.461210920000e-04	3.802790000000e-04	1.669320000000e+02	1.441250000000e-04	-1.025400000000e+01	4.125000000000e-01
-1.043000000000e-01	0	0	-1.309614740000e-10	-3.173523050000e-10	3.458755726722e-05	1.112282922400e-05	-1.309614740000e-04	-3.173523050000e-04	3.800410000000e-04	1.669980000000e+02	1.440060000000e-04	-9.834000000000e+00	4.126000000000e-01
-1.045000000000e-01	0	0	-1.912274820000e-11	-3.380658320000e-10	3.478330560746e-05	1.111279004512e-05	-1.912274820000e-05	-3.380658320000e-04	3.817100000000e-04	1.669380000000e+02	1.438870000000e-04	-9.978000000000e+00	4.126000000000e-01
-1.047000000000e-01	0	0	-1.058548220000e-10	-2.874327670000e-10	3.474127602490e-05	1.112282922400e-05	-1.058548220000e-04	-2.874327670000e-04	3.813520000000e-04	1.669200000000e+02	1.440060000000e-04	-9.936000000000e+00	4.125000000000e-01
